Europe/London,Open,High,Low,Close,Volume
2025-10-01T01:00:00+01:00,23907.112,23944.912,23899.901,23918.434,56400
2025-10-01T02:00:00+01:00,23917.301,23927.423,23903.301,23907.934,43980
2025-10-01T03:00:00+01:00,23906.801,23909.945,23893.401,23897.445,34020
2025-10-01T04:00:00+01:00,23897.934,23913.301,23885.801,23905.923,35520
2025-10-01T05:00:00+01:00,23906.401,23909.445,23880.945,23884.912,30840
2025-10-01T06:00:00+01:00,23881.934,23881.934,23831.412,23838.934,46560
2025-10-01T07:00:00+01:00,23838.434,23864.334,23776.701,23794.201,253800
2025-10-01T08:00:00+01:00,23792.245,23824.245,23740.723,23813.201,591240
2025-10-01T09:00:00+01:00,23811.201,23894.745,23786.712,23868.212,428640
2025-10-01T10:00:00+01:00,23867.701,23992.234,23860.234,23972.234,383640
2025-10-01T11:00:00+01:00,23972.712,24012.245,23965.723,24005.234,267780
2025-10-01T12:00:00+01:00,24007.234,24017.712,23981.245,24002.734,228240
2025-10-01T13:00:00+01:00,24002.223,24006.234,23939.601,23984.734,304200
2025-10-01T14:00:00+01:00,23984.234,24095.745,23975.101,24075.101,449078
2025-10-01T15:00:00+01:00,24077.745,24146.601,24071.245,24094.245,451920
2025-10-01T16:00:00+01:00,24093.201,24166.712,24091.723,24143.834,364800
2025-10-01T17:00:00+01:00,24144.801,24194.801,24139.301,24190.345,252480
2025-10-01T18:00:00+01:00,24189.701,24237.345,24183.345,24229.701,249240
2025-10-01T19:00:00+01:00,24231.301,24255.845,24218.301,24249.334,214080
2025-10-01T20:00:00+01:00,24249.823,24268.345,24229.701,24237.701,210960
2025-10-01T21:00:00+01:00,24237.201,24239.745,24224.901,24225.645,10230
2025-10-01T23:00:00+01:00,24236.723,24237.945,24231.812,24232.123,6390
2025-10-02T00:00:00+01:00,24231.845,24239.845,24225.801,24234.523,8775
2025-10-02T01:00:00+01:00,24235.101,24256.923,24218.601,24249.434,43590
2025-10-02T02:00:00+01:00,24249.923,24277.923,24242.401,24272.801,52260
2025-10-02T03:00:00+01:00,24273.445,24273.445,24249.923,24265.412,33240
2025-10-02T04:00:00+01:00,24265.945,24281.301,24259.434,24275.434,34800
2025-10-02T05:00:00+01:00,24275.923,24295.945,24253.923,24258.901,42060
2025-10-02T06:00:00+01:00,24258.445,24294.445,24256.445,24276.901,46500
2025-10-02T07:00:00+01:00,24275.423,24315.701,24246.312,24285.734,219300
2025-10-02T08:00:00+01:00,24277.201,24313.712,24243.234,24284.234,682440
2025-10-02T09:00:00+01:00,24286.101,24450.234,24286.101,24443.701,488280
2025-10-02T10:00:00+01:00,24437.734,24466.734,24385.734,24402.212,396120
2025-10-02T11:00:00+01:00,24402.712,24444.745,24398.101,24443.712,290040
2025-10-02T12:00:00+01:00,24442.734,24465.234,24416.101,24446.734,288960
