Europe/London,Open,High,Low,Close,Volume
2025-07-01T01:00:00+01:00,23931.423,23965.945,23931.423,23965.301,19851
2025-07-01T02:00:00+01:00,23966.401,23994.445,23966.401,23989.923,23130
2025-07-01T03:00:00+01:00,23988.934,23995.445,23960.901,23962.912,16380
2025-07-01T04:00:00+01:00,23963.412,23980.434,23956.801,23972.912,18270
2025-07-01T05:00:00+01:00,23973.412,23975.412,23960.401,23971.945,16470
2025-07-01T06:00:00+01:00,23972.423,23984.423,23955.434,23955.434,21915
2025-07-01T07:00:00+01:00,23955.701,23967.345,23925.801,23945.701,101925
2025-07-01T08:00:00+01:00,23944.201,23978.723,23858.601,23908.212,348210
2025-07-01T09:00:00+01:00,23908.601,23913.723,23812.712,23863.212,284040
2025-07-01T10:00:00+01:00,23863.734,23875.745,23756.101,23794.712,264510
2025-07-01T11:00:00+01:00,23793.223,23825.245,23792.723,23802.734,198000
2025-07-01T12:00:00+01:00,23801.723,23820.212,23745.212,23760.745,179820
2025-07-01T13:00:00+01:00,23761.245,23798.734,23679.101,23716.745,260370
2025-07-01T14:00:00+01:00,23715.701,23819.212,23706.723,23789.712,346950
2025-07-01T15:00:00+01:00,23783.245,23797.223,23695.101,23738.234,428490
2025-07-01T16:00:00+01:00,23737.245,23746.101,23633.812,23664.323,314910
2025-07-01T17:00:00+01:00,23664.845,23714.334,23664.845,23681.834,290430
2025-07-01T18:00:00+01:00,23682.312,23730.323,23681.812,23722.812,211050
2025-07-01T19:00:00+01:00,23723.312,23747.834,23720.801,23732.345,176850
2025-07-01T20:00:00+01:00,23731.345,23731.345,23691.701,23710.745,294930
2025-07-01T21:00:00+01:00,23707.745,23708.645,23695.101,23697.201,20754
2025-07-01T23:00:00+01:00,23716.134,23732.645,23710.701,23732.612,5742
2025-07-02T00:00:00+01:00,23733.312,23735.423,23722.334,23725.823,5346
2025-07-02T01:00:00+01:00,23726.601,23757.945,23709.245,23757.801,28988
2025-07-02T02:00:00+01:00,23757.423,23766.923,23729.301,23731.434,28800
2025-07-02T03:00:00+01:00,23730.901,23778.434,23728.934,23776.912,20925
2025-07-02T04:00:00+01:00,23777.412,23811.301,23774.445,23811.301,22005
2025-07-02T05:00:00+01:00,23811.901,23858.912,23803.412,23839.801,21240
2025-07-02T06:00:00+01:00,23837.901,23838.912,23772.401,23789.445,30015
2025-07-02T07:00:00+01:00,23788.934,23813.845,23764.323,23789.245,142065
2025-07-02T08:00:00+01:00,23788.701,23830.234,23704.723,23738.245,455400
2025-07-02T09:00:00+01:00,23737.101,23801.245,23732.212,23743.234,296010
2025-07-02T10:00:00+01:00,23746.601,23793.245,23738.201,23771.101,253530
2025-07-02T11:00:00+01:00,23771.712,23772.245,23728.245,23742.734,227250
2025-07-02T12:00:00+01:00,23740.601,23793.712,23732.723,23750.101,219690
2025-07-02T13:00:00+01:00,23749.712,23755.712,23612.234,23694.701,427050
2025-07-02T14:00:00+01:00,23695.601,23749.701,23683.734,23707.745,419940
2025-07-02T15:00:00+01:00,23706.723,23806.234,23697.601,23776.212,407250
2025-07-02T16:00:00+01:00,23776.723,23805.323,23752.712,23779.845,260820
2025-07-02T17:00:00+01:00,23778.823,23803.301,23771.201,23793.301,197550
2025-07-02T18:00:00+01:00,23792.823,23795.334,23775.345,23791.801,136350
2025-07-02T19:00:00+01:00,23792.834,23802.323,23788.801,23794.701,137700
2025-07-02T20:00:00+01:00,23794.345,23819.245,23784.323,23811.101,131400
2025-07-02T21:00:00+01:00,23810.701,23810.701,23800.601,23800.601,14845
2025-07-02T23:00:00+01:00,23820.123,23820.534,23808.801,23819.534,5500
2025-07-03T00:00:00+01:00,23819.123,23823.501,23817.312,23823.501,2343
2025-07-03T01:00:00+01:00,23822.934,23839.245,23811.301,23822.423,16853
2025-07-03T02:00:00+01:00,23819.423,23825.301,23803.923,23808.301,24705
2025-07-03T03:00:00+01:00,23808.934,23818.945,23799.401,23818.412,18765
2025-07-03T04:00:00+01:00,23816.301,23851.912,23816.301,23834.923,22005
2025-07-03T05:00:00+01:00,23836.301,23849.434,23831.901,23837.801,15930
2025-07-03T06:00:00+01:00,23837.423,23844.434,23828.412,23842.423,25065
2025-07-03T07:00:00+01:00,23842.923,23897.712,23828.834,23891.734,120330
2025-07-03T08:00:00+01:00,23890.701,23894.245,23826.601,23871.723,343380
2025-07-03T09:00:00+01:00,23871.223,23878.723,23806.212,23809.701,217440
2025-07-03T10:00:00+01:00,23809.245,23834.223,23758.101,23793.734,232110
2025-07-03T11:00:00+01:00,23792.712,23825.201,23778.101,23801.701,198900
2025-07-03T12:00:00+01:00,23803.101,23825.101,23793.723,23813.201,169200
2025-07-03T13:00:00+01:00,23811.234,23927.712,23788.212,23869.101,320580
2025-07-03T14:00:00+01:00,23871.223,23917.745,23846.201,23912.212,344160
2025-07-03T15:00:00+01:00,23912.734,23947.201,23859.701,23870.723,323820
2025-07-03T16:00:00+01:00,23871.223,23953.323,23860.201,23936.312,221040
2025-07-03T17:00:00+01:00,23935.834,23940.845,23903.834,23925.334,153540
2025-07-03T18:00:00+01:00,23925.812,23940.345,23918.801,23932.345,68310
2025-07-03T19:00:00+01:00,23931.701,23940.323,23929.812,23930.334,35550
2025-07-03T20:00:00+01:00,23929.701,23936.345,23911.334,23934.312,33390
2025-07-03T23:00:00+01:00,23910.345,23931.612,23909.301,23921.045,10483
2025-07-04T00:00:00+01:00,23920.645,23924.523,23909.412,23911.401,5005
2025-07-04T01:00:00+01:00,23911.201,23911.201,23873.301,23893.412,34578
2025-07-04T02:00:00+01:00,23892.945,23911.301,23885.945,23888.801,25335
2025-07-04T03:00:00+01:00,23888.401,23890.801,23855.945,23862.801,21915
2025-07-04T04:00:00+01:00,23862.301,23870.912,23843.412,23843.412,17100
2025-07-04T05:00:00+01:00,23841.945,23849.912,23829.801,23838.801,19980
2025-07-04T06:00:00+01:00,23839.423,23839.934,23802.301,23829.912,29025
2025-07-04T07:00:00+01:00,23830.445,23831.934,23794.701,23798.712,139095
2025-07-04T08:00:00+01:00,23799.745,23870.745,23764.601,23780.223,403110
2025-07-04T09:00:00+01:00,23779.101,23821.734,23702.201,23723.223,317700
2025-07-04T10:00:00+01:00,23723.601,23786.245,23719.234,23773.712,272880
2025-07-04T11:00:00+01:00,23774.745,23795.745,23725.701,23747.101,215460
2025-07-04T12:00:00+01:00,23746.734,23784.234,23738.201,23776.101,201690
2025-07-04T13:00:00+01:00,23775.101,23789.234,23753.601,23758.723,167490
2025-07-04T14:00:00+01:00,23758.212,23837.712,23754.101,23820.734,253170
2025-07-04T15:00:00+01:00,23819.701,23829.245,23787.701,23809.245,190440
2025-07-04T16:00:00+01:00,23807.601,23832.701,23776.745,23792.845,183690
2025-07-04T17:00:00+01:00,23793.334,23794.334,23747.345,23754.823,90990
2025-07-04T18:00:00+01:00,23756.334,23784.201,23751.301,23768.845,39870
2025-07-04T19:00:00+01:00,23769.823,23771.845,23751.701,23763.301,23760
2025-07-04T20:00:00+01:00,23762.801,23790.845,23731.323,23777.323,68310
2025-07-06T23:00:00+01:00,23862.701,23882.501,23840.201,23842.145,15037
2025-07-07T00:00:00+01:00,23841.301,23851.334,23828.701,23836.534,10604
2025-07-07T01:00:00+01:00,23837.201,23882.445,23832.323,23862.912,19646
2025-07-07T02:00:00+01:00,23862.301,23869.801,23807.801,23818.401,30600
2025-07-07T03:00:00+01:00,23817.801,23832.445,23798.945,23803.901,22995
2025-07-07T04:00:00+01:00,23804.901,23847.445,23797.412,23847.401,21645
2025-07-07T05:00:00+01:00,23846.801,23862.923,23832.801,23835.423,22860
2025-07-07T06:00:00+01:00,23834.934,23861.445,23829.945,23849.412,25245
2025-07-07T07:00:00+01:00,23849.923,23859.812,23799.323,23835.101,117180
2025-07-07T08:00:00+01:00,23839.201,23896.101,23834.745,23864.212,341820
2025-07-07T09:00:00+01:00,23865.701,23889.745,23831.701,23880.212,229770
2025-07-07T10:00:00+01:00,23879.745,23950,23864.223,23949.734,187836
2025-07-07T11:00:00+01:00,23949.101,23969.734,23924.101,23969.245,198348
2025-07-07T12:00:00+01:00,23972.212,24003.745,23955.723,24000.212,185760
2025-07-07T13:00:00+01:00,23999.101,24009.701,23952.601,23956.245,192720
2025-07-07T14:00:00+01:00,23955.201,24050.245,23928.701,24044.723,295080
2025-07-07T15:00:00+01:00,24043.223,24050.234,24000.701,24022.701,267810
2025-07-07T16:00:00+01:00,24023.212,24081.334,24022.701,24072.834,238513
2025-07-07T17:00:00+01:00,24073.334,24083.345,23987.301,24002.823,501120
2025-07-07T18:00:00+01:00,24001.801,24131.323,24001.801,24023.312,357480
2025-07-07T19:00:00+01:00,24023.701,24031.812,23962.334,24015.701,341280
2025-07-07T20:00:00+01:00,24014.801,24019.312,23986.334,23995.245,272280
2025-07-07T21:00:00+01:00,23995.601,23996.234,23970.901,23977.501,17070
2025-07-07T23:00:00+01:00,23963.501,23967.923,23938.534,23961.101,13875
2025-07-08T00:00:00+01:00,23961.512,23996.545,23958.645,23995.123,12855
2025-07-08T01:00:00+01:00,23994.723,24042.423,23981.434,24032.934,48060
2025-07-08T02:00:00+01:00,24033.423,24041.901,24000.923,24004.301,47400
2025-07-08T03:00:00+01:00,24003.401,24029.423,24000.301,24026.401,38760
2025-07-08T04:00:00+01:00,24027.434,24027.434,24009.923,24014.912,21480
2025-07-08T05:00:00+01:00,24014.445,24022.923,24006.912,24015.901,27840
2025-07-08T06:00:00+01:00,24014.934,24075.445,24010.912,24069.301,43860
2025-07-08T07:00:00+01:00,24072.401,24111.234,24057.801,24105.745,195960
