Europe/London,Open,High,Low,Close,Volume
2025-12-01T00:00:00+00:00,23844.099,23846.777,23745.699,23752.055,33765
2025-12-01T01:00:00+00:00,23753.099,23775.066,23720.699,23763.699,61680
2025-12-01T02:00:00+00:00,23763.088,23766.099,23727.599,23742.599,38460
2025-12-01T03:00:00+00:00,23742.077,23743.555,23717.588,23742.088,29760
2025-12-01T04:00:00+00:00,23741.588,23743.055,23708.566,23712.588,17940
2025-12-01T05:00:00+00:00,23713.088,23725.199,23679.599,23725.199,39780
2025-12-01T06:00:00+00:00,23722.566,23741.577,23709.555,23722.099,38400
2025-12-01T07:00:00+00:00,23722.577,23742.755,23675.799,23740.255,205800
2025-12-01T08:00:00+00:00,23739.255,23761.799,23652.288,23668.799,580560
2025-12-01T09:00:00+00:00,23669.399,23721.277,23569.288,23585.766,522240
2025-12-01T10:00:00+00:00,23587.277,23644.755,23525.755,23529.799,473280
2025-12-01T11:00:00+00:00,23527.766,23542.777,23476.255,23484.777,530520
2025-12-01T12:00:00+00:00,23483.788,23503.788,23426.766,23483.299,535320
2025-12-01T13:00:00+00:00,23482.899,23583.777,23482.899,23568.788,450360
2025-12-01T14:00:00+00:00,23567.788,23618.299,23542.766,23611.288,565320
2025-12-01T15:00:00+00:00,23612.266,23623.788,23572.266,23608.777,660000
2025-12-01T16:00:00+00:00,23608.266,23626.699,23575.199,23618.299,423720
2025-12-01T17:00:00+00:00,23617.699,23637.677,23595.166,23626.199,235560
2025-12-01T18:00:00+00:00,23625.799,23665.199,23625.799,23660.655,144720
2025-12-01T19:00:00+00:00,23660.299,23660.299,23566.177,23569.177,285480
2025-12-01T20:00:00+00:00,23568.199,23591.199,23549.299,23555.255,259200
2025-12-01T21:00:00+00:00,23556.266,23564.499,23546.855,23548.655,31335
2025-12-01T23:00:00+00:00,23559.899,23569.077,23547.988,23554.377,21840
2025-12-02T00:00:00+00:00,23554.655,23575.599,23546.299,23560.577,32160
2025-12-02T01:00:00+00:00,23562.555,23601.577,23561.555,23591.555,30840
2025-12-02T02:00:00+00:00,23584.566,23606.088,23572.199,23591.555,23280
2025-12-02T03:00:00+00:00,23592.077,23599.099,23567.077,23592.077,28080
2025-12-02T04:00:00+00:00,23589.199,23601.599,23579.555,23586.088,15540
2025-12-02T05:00:00+00:00,23585.599,23607.566,23584.699,23599.099,17880
2025-12-02T06:00:00+00:00,23599.577,23631.099,23575.199,23615.599,41820
2025-12-02T07:00:00+00:00,23615.199,23650.166,23613.677,23639.777,140760
2025-12-02T08:00:00+00:00,23635.788,23719.899,23599.777,23713.788,569160
2025-12-02T09:00:00+00:00,23714.288,23737.788,23690.777,23703.266,381360
2025-12-02T10:00:00+00:00,23702.799,23771.788,23675.266,23768.299,320040
2025-12-02T11:00:00+00:00,23767.799,23784.766,23738.266,23771.399,307560
2025-12-02T12:00:00+00:00,23770.755,23774.788,23682.766,23708.299,339000
2025-12-02T13:00:00+00:00,23707.399,23709.299,23657.899,23699.266,342840
2025-12-02T14:00:00+00:00,23697.799,23731.266,23685.299,23722.766,590760
2025-12-02T15:00:00+00:00,23726.299,23770.399,23684.299,23768.266,658320
2025-12-02T16:00:00+00:00,23767.277,23795.788,23694.299,23736.688,656640
2025-12-02T17:00:00+00:00,23736.299,23772.799,23694.199,23694.199,314160
2025-12-02T18:00:00+00:00,23689.799,23728.699,23689.166,23721.666,288000
2025-12-02T19:00:00+00:00,23721.177,23750.299,23715.166,23745.155,212400
2025-12-02T20:00:00+00:00,23745.677,23756.199,23722.399,23722.799,195720
2025-12-02T21:00:00+00:00,23722.777,23729.888,23720.499,23725.166,15345
2025-12-02T23:00:00+00:00,23737.699,23744.388,23730.766,23739.855,13260
2025-12-03T00:00:00+00:00,23740.155,23746.799,23705.699,23738.066,32415
2025-12-03T01:00:00+00:00,23738.699,23749.699,23725.066,23729.066,24360
