Europe/London,Open,High,Low,Close,Volume
2025-02-03T01:00:00+00:00,21232.311,21282.312,21185.701,21200.812,20420
2025-02-03T02:00:00+00:00,21202.312,21206.312,21121.301,21155.201,44200
2025-02-03T03:00:00+00:00,21155.701,21248.312,21147.312,21244.301,20900
2025-02-03T04:00:00+00:00,21243.801,21272.812,21106.323,21190.323,42750
2025-02-03T05:00:00+00:00,21190.812,21263.345,21179.312,21255.312,32250
2025-02-03T06:00:00+00:00,21254.334,21266.334,21180.323,21199.701,47450
2025-02-03T07:00:00+00:00,21201.334,21318.745,21198.734,21271.612,276350
2025-02-03T08:00:00+00:00,21272.101,21409.534,21258.634,21405.001,583900
2025-02-03T09:00:00+00:00,21404.523,21415.545,21292.034,21297.034,351400
2025-02-03T10:00:00+00:00,21296.401,21367.545,21269.401,21358.012,264800
2025-02-03T11:00:00+00:00,21358.545,21388.534,21347.601,21349.601,176500
2025-02-03T12:00:00+00:00,21351.623,21375.634,21301.601,21313.123,224900
2025-02-03T13:00:00+00:00,21313.634,21393.601,21312.112,21366.501,314000
2025-02-03T14:00:00+00:00,21365.634,21380.001,21286.001,21302.145,472800
2025-02-03T15:00:00+00:00,21300.501,21469.612,21264.623,21415.601,1060000
2025-02-03T16:00:00+00:00,21413.501,21445.101,21368.001,21378.745,640700
2025-02-03T17:00:00+00:00,21379.245,21418.223,21348.223,21384.212,457900
2025-02-03T18:00:00+00:00,21382.101,21422.712,21354.734,21416.223,304200
2025-02-03T19:00:00+00:00,21415.723,21462.723,21414.201,21448.712,157700
2025-02-03T20:00:00+00:00,21450.101,21453.245,21405.101,21405.623,180400
2025-02-03T21:00:00+00:00,21405.112,21432.245,21389.401,21407.134,52880
2025-02-03T23:00:00+00:00,21550.145,21554.745,21509.123,21523.423,22404
2025-02-04T00:00:00+00:00,21522.501,21524.334,21467.201,21486.312,18154
2025-02-04T01:00:00+00:00,21485.801,21485.801,21444.845,21471.323,21950
2025-02-04T02:00:00+00:00,21471.812,21495.323,21465.312,21477.301,22900
2025-02-04T03:00:00+00:00,21476.812,21477.201,21439.801,21444.801,13200
2025-02-04T04:00:00+00:00,21446.701,21459.201,21440.201,21442.312,10700
2025-02-04T05:00:00+00:00,21441.801,21441.801,21298.334,21394.345,72100
2025-02-04T06:00:00+00:00,21393.823,21440.301,21377.345,21439.201,44400
2025-02-04T07:00:00+00:00,21438.101,21491.734,21419.201,21462.123,153550
2025-02-04T08:00:00+00:00,21463.145,21506.634,21298.123,21374.145,574400
2025-02-04T09:00:00+00:00,21374.612,21418.612,21374.612,21408.001,333700
2025-02-04T10:00:00+00:00,21408.634,21449.601,21407.623,21433.612,226000
2025-02-04T11:00:00+00:00,21434.645,21450.645,21421.612,21436.123,214900
2025-02-04T12:00:00+00:00,21435.623,21466.645,21412.601,21457.612,172400
2025-02-04T13:00:00+00:00,21457.001,21484.645,21443.501,21469.501,179200
2025-02-04T14:00:00+00:00,21468.134,21502.123,21454.501,21499.112,285000
2025-02-04T15:00:00+00:00,21499.645,21517.501,21449.601,21473.634,405100
2025-02-04T16:00:00+00:00,21474.612,21518.701,21474.612,21499.745,255500
2025-02-04T17:00:00+00:00,21500.101,21508.745,21468.101,21496.201,236500
2025-02-04T18:00:00+00:00,21495.712,21497.245,21476.701,21479.101,122400
